Season,Player,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,Age,,,,,,,,
2012-13,Tyson Chandler,6.3,9.9,6.3,9.9,0,0,4.4,6.4,6.6,10.7,17.4,1.5,1,1.9,2.1,4.6,17,0.638,0.638,,0.638,0.694,0.671,2164,30,,,,,,,,
2014-15,Tyson Chandler,6.5,9.7,6.5,9.7,0,0,4.1,5.7,6.5,12.6,19.1,1.9,0.9,2,2.3,3.7,17,0.666,0.666,,0.666,0.72,0.697,2286,32,,,,,,,,
2015-16,Tyson Chandler,5.5,9.5,5.5,9.4,0,0,3.2,5.1,5.3,12.1,17.3,1.9,1.1,1.3,2.8,4.4,14.2,0.583,0.585,0,0.583,0.62,0.606,1618,33,,,,,,,,
1981-82,Tom Chambers,9.8,18.6,9.8,18.6,0,0,5,8.1,3.7,6.2,9.9,2.6,1,0.8,3.9,6,24.6,0.525,0.526,0,0.525,0.62,0.553,2682,22,,,,,,,,
1982-83,Tom Chambers,9.1,19.2,9.1,19.1,0,0.1,6.2,8.5,3.8,5.3,9.1,3.4,1.4,1,4.1,5.8,24.3,0.472,0.476,0,0.472,0.723,0.529,2665,23,,,,,,,,
1983-84,Tom Chambers,10.4,20.8,10.4,20.6,0,0.2,7,8.8,4.1,5.9,10,2.5,0.9,1,3.6,5.8,27.8,0.499,0.505,0,0.499,0.8,0.563,2570,24,,,,,,,,
1984-85,Tom Chambers,10.4,21.5,10.3,21.2,0.1,0.4,7.9,9.4,2.7,6.9,9.6,3.5,1.2,0.9,4.3,5.2,28.8,0.483,0.487,0.273,0.485,0.832,0.56,2923,25,,,,,,,,
1985-86,Tom Chambers,10.5,22.6,10.2,21.5,0.3,1.2,8.4,10.1,3.1,7.4,10.5,3.2,1.3,0.9,4.7,6.1,29.8,0.466,0.476,0.271,0.473,0.836,0.551,2019,26,,,,,,,,
1986-87,Tom Chambers,10.3,22.6,9.5,20.3,0.8,2.3,8.4,9.8,2.5,6,8.5,3.8,1.3,0.8,4.2,4.8,29.8,0.456,0.466,0.372,0.475,0.849,0.554,3018,27,,,,,,,,
1987-88,Tom Chambers,10.9,24.4,10.3,22.4,0.6,1.9,7.5,9.3,2.4,6.3,8.8,3.8,1.6,0.9,3.7,5.3,29.9,0.448,0.461,0.303,0.46,0.807,0.526,2680,28,,,,,,,,
1988-89,Tom Chambers,11.8,25.1,11.4,23.8,0.4,1.3,7.8,9.1,2.2,8.3,10.5,3.5,1.3,0.8,3.5,4.1,31.9,0.471,0.479,0.326,0.48,0.851,0.547,3002,29,,,,,,,,
1989-90,Tom Chambers,12.7,25.3,12.3,24,0.4,1.3,8.7,10.1,1.9,7,8.9,3,1.4,0.7,3.4,4.1,34.5,0.501,0.513,0.279,0.508,0.861,0.579,3046,30,,,,,,,,
1990-91,Tom Chambers,10.7,24.4,10.3,23,0.4,1.4,7.3,8.8,2,7.4,9.4,3.7,1.2,1,3.4,4.5,29,0.437,0.447,0.274,0.445,0.826,0.513,2475,31,,,,,,,,
1992-93,Tom Chambers,8.9,20,8.6,19.2,0.3,0.8,6.7,8,2.7,7,9.6,2.8,1.2,0.6,2.6,5.9,24.9,0.447,0.449,0.393,0.455,0.837,0.529,1723,33,,,,,,,,
1993-94,Tom Chambers,9.2,21,8.8,19.7,0.4,1.3,6.2,7.9,2.4,6.7,9.1,2.2,1.1,0.9,2.5,6.5,25,0.44,0.448,0.311,0.449,0.786,0.512,1838,34,,,,,,,,
1994-95,Tom Chambers,8.1,17.8,8,16.8,0.2,1,4.6,5.6,2.8,6.1,8.9,3.1,1,1.3,2.2,7.2,21,0.457,0.474,0.167,0.461,0.807,0.517,1240,35,,,,,,,,
2008-09,Mario Chalmers,5.7,13.5,3.3,7.1,2.3,6.3,3,3.9,0.8,3.9,4.6,8.2,3.3,0.2,3.4,4.9,16.6,0.42,0.467,0.367,0.506,0.767,0.548,2626,22,,,,,,,,
2009-10,Mario Chalmers,5.4,13.5,3.2,6.5,2.2,7,2.4,3.3,0.7,3.3,4,7.3,2.7,0.4,3.6,5.2,15.4,0.401,0.491,0.318,0.483,0.745,0.519,1807,23,,,,,,,,
2010-11,Mario Chalmers,5.2,13,2.4,5.3,2.8,7.7,1.8,2.1,0.4,4.5,4.9,5.9,2.5,0.2,3,5.3,14.9,0.399,0.459,0.359,0.506,0.871,0.538,1579,24,,,,,,,,
2011-12,Mario Chalmers,6.4,14.4,3.5,6.9,2.9,7.5,2.3,2.9,0.5,4.5,4.9,6.4,2.8,0.3,4.1,4.8,18.1,0.448,0.513,0.388,0.549,0.792,0.578,1825,25,,,,,,,,
2012-13,Mario Chalmers,5.8,13.5,2.7,5.8,3.1,7.7,2.3,2.9,0.5,3.9,4.4,7,3,0.3,3,5,17.1,0.429,0.456,0.409,0.545,0.795,0.576,2068,26,,,,,,,,
2013-14,Mario Chalmers,6.1,13.5,4,8.1,2.1,5.5,2.9,3.9,1,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,0.454,0.5,0.385,0.531,0.742,0.567,2178,27,,,,,,,,
2014-15,Mario Chalmers,6,14.8,4.3,9.3,1.6,5.5,4.6,5.9,0.5,4.1,4.6,6.8,2.7,0.2,3.9,5.6,18.1,0.403,0.467,0.294,0.458,0.774,0.521,2368,28,,,,,,,,
2015-16,Mario Chalmers,6.8,16.6,5.1,11.1,1.7,5.6,8.2,9.8,0.9,5,5.9,8.6,3.3,0.5,4.1,6.8,23.5,0.41,0.461,0.309,0.462,0.832,0.561,1373,29,,,,,,,,
1992-93,Cedric Ceballos,11.4,19.8,11.4,19.8,0,0.1,5.6,7.7,5.1,7.1,12.2,2.3,1.6,0.8,3.2,3.1,28.4,0.576,0.577,0,0.576,0.725,0.612,1607,23,,,,,,,,
1994-95,Cedric Ceballos,12.4,24.3,10.9,20.7,1.4,3.6,5.2,7.3,4.2,7.3,11.5,2.6,1.5,0.5,3.6,3.3,31.3,0.509,0.528,0.397,0.538,0.716,0.57,2029,25,,,,,,,,
1995-96,Cedric Ceballos,12.6,23.8,11.6,20.1,1,3.6,6.5,8.1,4.3,6.3,10.6,2.4,1.9,0.4,3.3,2.8,32.7,0.53,0.576,0.277,0.552,0.804,0.599,2628,26,,,,,,,,
1999-00,Cedric Ceballos,11,24.5,9.9,21.3,1.1,3.3,5.1,6.1,4.2,7.1,11.3,2.2,1.4,0.6,3.1,4,28.1,0.446,0.464,0.328,0.468,0.843,0.516,2064,30,,,,,,,,
1990-91,Duane Causwell,6.2,12.2,6.2,12.2,0,0,3.1,4.9,4.2,7.4,11.5,2,1.4,4.4,2.8,6.6,15.5,0.508,0.508,,0.508,0.636,0.541,1719,22,,,,,,,,
1991-92,Duane Causwell,5.3,9.6,5.3,9.6,0,0,2.9,4.7,4.1,8.1,12.2,1.2,1,4.5,2.6,5.9,13.4,0.549,0.551,0,0.549,0.613,0.575,2291,23,,,,,,,,
1995-96,Duane Causwell,4.4,10.6,4.4,10.6,0,0,3.4,4.7,4.2,8,12.2,1,1.3,3.8,2.6,8.5,12.3,0.417,0.419,0,0.417,0.729,0.484,1044,27,,,,,,,,
2015-16,Willie Cauley-Stein,6.5,11.5,6.5,11.5,0,0.1,2.8,4.3,4.6,7.4,12,1.3,1.6,2.2,1.6,5,15.7,0.563,0.567,0,0.563,0.648,0.588,1412,22,,,,,,,,
2016-17,Willie Cauley-Stein,9.1,17.1,9.1,17.1,0,0.1,3.6,5.4,3,9,12.1,2.8,1.9,1.6,2.5,5.2,21.8,0.53,0.532,0,0.53,0.669,0.558,1421,23,,,,,,,,
1997-98,Kelvin Cato,5.2,12.1,5.2,12,0,0.2,4.6,6.6,4.8,8.5,13.3,1.2,1.5,5,2.3,8.7,14.9,0.428,0.434,0,0.428,0.688,0.496,1007,23,,,,,,,,
1998-99,Kelvin Cato,5.7,12.7,5.6,12.6,0.1,0.1,3.4,6.6,4.8,10,14.8,1.9,2.3,5.5,2.7,9.9,14.9,0.45,0.445,1,0.453,0.507,0.476,545,24,,,,,,,,
2001-02,Kelvin Cato,5.4,9.3,5.4,9.2,0,0,3.2,5.5,5,9.9,14.9,0.8,1.1,2.7,1.5,5.9,14,0.583,0.585,0,0.583,0.582,0.599,1917,27,,,,,,,,
2002-03,Kelvin Cato,5.8,11.1,5.8,10.9,0,0.2,2.9,5.4,5.7,12.8,18.6,0.9,1.6,3.7,2.4,7.6,14.4,0.52,0.528,0,0.52,0.532,0.535,1247,28,,,,,,,,
1986-87,Terry Catledge,9.2,18.6,9.2,18.5,0,0.1,4.4,7.5,5.5,7,12.5,1.2,1,0.3,3.2,4.3,22.9,0.495,0.497,0,0.495,0.594,0.522,2149,23,,,,,,,,
1987-88,Terry Catledge,9,17.8,9,17.7,0,0.1,4.7,7.1,5.5,6.6,12.1,1.9,1,0.3,3.1,5.2,22.7,0.506,0.508,0,0.506,0.655,0.542,1610,24,,,,,,,,
1988-89,Terry Catledge,7.7,15.6,7.6,15.5,0,0.1,3.5,5.8,5.3,7.8,13.1,1.7,1.1,0.6,2.7,5.7,18.8,0.49,0.493,0.2,0.491,0.602,0.518,2077,25,,,,,,,,
1989-90,Terry Catledge,10.2,21.6,10.2,21.4,0,0.1,6.4,9.1,5.1,5.5,10.5,1.3,0.7,0.3,3.4,3.8,26.9,0.474,0.476,0.25,0.475,0.702,0.525,2462,26,,,,,,,,
1991-92,Terry Catledge,9.2,18.6,9.2,18.5,0,0.1,4.8,7,5.2,5.9,11.1,2.2,1.2,0.3,2.8,3.9,23.3,0.496,0.498,0,0.496,0.694,0.537,2430,28,,,,,,,,
1979-80,Harvey Catchings,3.3,8.4,3.3,8.3,0,0,1.3,2.1,5.6,8.4,14.1,2.8,0.8,5.6,2.3,6.6,8,0.398,0.399,0,0.398,0.629,0.429,1366,28,,,,,,,,
1980-81,Harvey Catchings,3.8,8.5,3.8,8.5,0,0,1.7,2.6,4.4,9,13.4,2.8,0.9,5.2,3,8,9.3,0.447,0.447,,0.447,0.641,0.48,1635,29,,,,,,,,
1981-82,Harvey Catchings,2.8,6.7,2.8,6.7,0,0,1.2,2.1,3.9,6.8,10.7,2.9,1.3,4,2.8,7.1,6.9,0.42,0.42,,0.42,0.594,0.45,1603,30,,,,,,,,
1982-83,Harvey Catchings,2.8,6.1,2.8,6.1,0,0,1.9,2.8,4.1,8.5,12.6,2.4,0.8,4.6,2.6,6.9,7.5,0.457,0.457,,0.457,0.674,0.51,1554,31,,,,,,,,
1984-85,Harvey Catchings,3.3,6.8,3.3,6.7,0,0,2.7,4,4,7.8,11.9,0.6,0.7,2.6,2.5,7.3,9.2,0.483,0.486,0,0.483,0.663,0.539,1049,33,,,,,,,,
2009-10,Omri Casspi,7.9,17.8,6,12.4,2,5.4,3.1,4.6,2,7.2,9.2,2.5,1.4,0.4,2.6,3.3,20.9,0.446,0.48,0.369,0.502,0.672,0.529,1931,21,,,,,,,,
2010-11,Omri Casspi,6.7,16.2,3.9,8.9,2.7,7.3,2,3,2.2,6.9,9.1,2.2,1.6,0.4,2,3.4,18.1,0.412,0.445,0.372,0.496,0.673,0.517,1702,22,,,,,,,,
2011-12,Omri Casspi,6.5,16.1,4.4,9.6,2.1,6.6,2.9,4.2,2.5,6.5,8.9,2.6,1.5,0.8,2.5,4.5,18,0.403,0.463,0.315,0.467,0.685,0.499,1341,23,,,,,,,,
2013-14,Omri Casspi,6.7,15.9,4.4,9.1,2.4,6.8,3.2,4.7,2.1,8,10.1,3.4,1.7,0.5,2.8,3.9,19,0.422,0.479,0.347,0.496,0.68,0.528,1283,25,,,,,,,,
2014-15,Omri Casspi,7.4,15.2,6.2,12.1,1.2,3.1,5,6.8,1.9,7.3,9.2,3.6,1.1,0.3,3.1,3.8,21.1,0.489,0.512,0.402,0.53,0.733,0.58,1416,26,,,,,,,,
2015-16,Omri Casspi,7.6,15.9,4.8,8.9,2.9,7,2.6,4.1,1.5,9,10.5,2.4,1.4,0.4,2.4,3.9,20.8,0.481,0.537,0.409,0.571,0.648,0.587,1880,27,,,,,,,,
1994-95,Sam Cassell,6.9,16.1,5.1,10.9,1.7,5.2,5.8,6.9,1,4.7,5.7,11,2.5,0.4,4.5,5.7,21.2,0.427,0.473,0.33,0.48,0.843,0.556,1882,25,,,,,,,,
1997-98,Sam Cassell,10.3,23.4,10,21.8,0.3,1.6,8.8,10.3,1.5,3.1,4.6,12.2,2.4,0.4,5.4,5.3,29.8,0.441,0.46,0.188,0.448,0.86,0.533,2606,28,,,,,,,,
1999-00,Sam Cassell,9.7,20.9,9.3,19.3,0.5,1.6,7,7.9,1.2,4.1,5.4,13,1.8,0.1,4.8,4.6,26.9,0.466,0.481,0.289,0.477,0.876,0.551,2899,30,,,,,,,,
2000-01,Sam Cassell,10.3,21.8,9.7,19.9,0.6,1.9,5.3,6.2,0.9,4.7,5.6,11.2,1.7,0.2,4.2,4.1,26.6,0.474,0.49,0.306,0.488,0.858,0.542,2709,31,,,,,,,,
2001-02,Sam Cassell,11.3,24.4,9.9,20.3,1.5,4.2,5.8,6.7,1.1,5.3,6.4,10.1,1.8,0.2,3.6,4.2,29.8,0.463,0.486,0.348,0.492,0.86,0.545,2605,32,,,,,,,,
2002-03,Sam Cassell,10.7,22.9,9.6,19.6,1.2,3.2,7.6,8.8,1.1,5.6,6.7,8.9,1.7,0.3,3.5,4.2,30.2,0.47,0.487,0.362,0.495,0.861,0.565,2700,33,,,,,,,,
2003-04,Sam Cassell,11.8,24.1,10.4,20.6,1.4,3.5,5.5,6.3,0.8,4.3,5.2,11.3,1.9,0.3,4.2,4.7,30.5,0.488,0.504,0.398,0.517,0.873,0.566,2838,34,,,,,,,,
2005-06,Sam Cassell,9.7,21.9,8.3,18.2,1.4,3.7,5.7,6.6,0.8,4.9,5.7,9.7,1.5,0.2,3.5,4.4,26.5,0.443,0.459,0.368,0.475,0.863,0.534,2653,36,,,,,,,,
1979-80,Bill Cartwright,9.5,17.4,9.5,17.4,0,0,6.5,8.1,2.8,7.6,10.4,2.4,0.7,1.4,3.2,4,25.5,0.547,0.547,,0.547,0.797,0.608,3150,22,,,,,,,,
1980-81,Bill Cartwright,10.1,18.2,10.1,18.1,0,0,6.6,8.4,2.6,7.3,10,1.8,0.8,1.3,3.2,4.2,26.7,0.554,0.554,0,0.554,0.788,0.611,2925,23,,,,,,,,
1981-82,Bill Cartwright,9.1,16.3,9.1,16.3,0,0,6,7.9,2.7,7.1,9.9,2,1.1,1.5,3.9,4.9,24.3,0.562,0.562,,0.562,0.763,0.616,2060,24,,,,,,,,
1982-83,Bill Cartwright,9.1,16.1,9.1,16.1,0,0,7.6,10.2,3.7,8.1,11.8,2.7,0.8,2.5,4.1,6.3,25.9,0.566,0.566,,0.566,0.744,0.627,2468,25,,,,,,,,
1983-84,Bill Cartwright,8.8,15.7,8.8,15.7,0,0,7.9,9.8,3.8,8.8,12.6,2.1,0.9,1.9,3.9,5.1,25.5,0.561,0.561,0,0.561,0.805,0.637,2487,26,,,,,,,,
1987-88,Bill Cartwright,8.3,15.3,8.3,15.3,0,0,9.8,12.3,3.7,7.4,11.1,2.5,1.2,1.2,3.9,6.8,26.4,0.544,0.544,,0.544,0.798,0.639,1676,30,,,,,,,,
1988-89,Bill Cartwright,7.7,16.3,7.7,16.3,0,0,5,6.5,3.2,7.8,11,1.9,0.4,0.9,4,5,20.5,0.475,0.475,,0.475,0.766,0.535,2333,31,,,,,,,,
1989-90,Bill Cartwright,6.7,13.7,6.7,13.7,0,0,5.2,6.4,3.1,7.5,10.7,3.3,0.9,0.8,2.8,5.6,18.6,0.488,0.488,,0.488,0.811,0.562,2160,32,,,,,,,,
1990-91,Bill Cartwright,7,14.3,7,14.3,0,0,2.7,3.9,3.7,7,10.7,2.8,0.7,0.3,2.5,3.7,16.8,0.49,0.49,,0.49,0.697,0.522,2273,33,,,,,,,,
2013-14,Michael Carter-Williams,8.6,21.1,7.5,17,1.1,4.2,5.2,7.4,2,6.7,8.8,8.8,2.6,0.9,5,4.3,23.4,0.405,0.44,0.264,0.431,0.703,0.48,2414,22,,,,,,,,
2014-15,Michael Carter-Williams,8.5,21.6,7.7,18,0.8,3.6,4.7,6.8,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,0.396,0.428,0.235,0.416,0.694,0.461,2149,23,,,,,,,,
1998-99,Vince Carter,10.6,23.5,10,21.5,0.6,2,6.3,8.2,2.9,5.8,8.7,4.6,1.7,2.4,3.4,4.3,28.1,0.45,0.466,0.288,0.463,0.761,0.516,1760,22,,,,,,,,
1999-00,Vince Carter,13.1,28.2,11.5,24.2,1.6,3.9,7.2,9.2,2.5,5.4,7.9,5.3,1.8,1.5,3,4.4,35,0.465,0.475,0.403,0.493,0.791,0.543,3126,23,,,,,,,,
2000-01,Vince Carter,13.5,29.3,10.6,22.3,2.9,7,6.8,8.9,3.1,4.3,7.4,5.2,2,1.5,3,3.6,36.7,0.46,0.477,0.408,0.509,0.765,0.551,2979,24,,,,,,,,
2001-02,Vince Carter,12.7,29.6,9.9,22.5,2.7,7.1,5.6,7,3.1,4,7.1,5.4,2.1,1,3.5,4.3,33.6,0.428,0.441,0.387,0.474,0.798,0.515,2385,25,,,,,,,,
2003-04,Vince Carter,12.1,28.9,10.2,24.1,1.8,4.8,6.7,8.3,1.9,5,6.9,6.9,1.7,1.3,4.4,4.2,32.7,0.417,0.424,0.383,0.449,0.806,0.501,2785,27,,,,,,,,
2004-05,Vince Carter,13.1,29.1,10.7,23.2,2.4,5.9,6.9,8.7,2,5.6,7.6,6.2,2.1,0.9,3.2,4.6,35.6,0.452,0.463,0.406,0.493,0.798,0.541,2828,28,,,,,,,,
2005-06,Vince Carter,12,27.9,9.7,21.2,2.3,6.7,8.8,11,2.5,6,8.5,6.2,1.7,1,3.9,4.3,35.1,0.43,0.459,0.341,0.471,0.799,0.536,2906,29,,,,,,,,
2006-07,Vince Carter,12.2,26.9,9.6,19.5,2.6,7.3,7.8,9.7,1.9,6.4,8.3,6.6,1.4,0.5,3.6,4.5,34.8,0.454,0.491,0.357,0.503,0.802,0.559,3126,30,,,,,,,,
2007-08,Vince Carter,10.4,22.8,8.7,18,1.7,4.8,6.2,7.6,2,6,8,6.9,1.6,0.6,3.2,4.3,28.8,0.456,0.482,0.359,0.494,0.816,0.55,2959,31,,,,,,,,
2008-09,Vince Carter,10.7,24.4,7.9,17.3,2.7,7.1,6.1,7.4,1.3,6.1,7.4,6.8,1.5,0.7,3,4.2,30.1,0.437,0.459,0.385,0.493,0.817,0.545,2946,32,,,,,,,,
2009-10,Vince Carter,9.8,22.9,7.1,15.6,2.7,7.3,5.8,6.9,0.7,5.9,6.6,5.3,1.2,0.4,2.4,4.3,28.1,0.428,0.456,0.367,0.486,0.84,0.541,2310,33,,,,,,,,
2010-11,Vince Carter,9.8,22.3,6.8,14.3,2.9,8,3.2,4.3,1.4,5.5,6.9,3.7,1.7,0.5,2.3,4.8,25.6,0.437,0.479,0.361,0.502,0.74,0.528,2051,34,,,,,,,,
2011-12,Vince Carter,7.6,18.5,5.1,11.5,2.5,7,3.2,3.9,1.1,5.9,7,4.7,1.9,0.9,2.9,4.6,20.9,0.411,0.442,0.361,0.48,0.826,0.519,1542,35,,,,,,,,
2012-13,Vince Carter,9.1,20.8,5.1,11.1,4,9.7,4.4,5.4,1.4,6.7,8.1,4.7,1.8,1.1,2.6,5.5,26.5,0.435,0.461,0.406,0.53,0.816,0.571,2093,36,,,,,,,,
2013-14,Vince Carter,8.6,21.1,4.8,11.4,3.8,9.6,4.2,5.1,1.7,5.6,7.4,5.5,1.6,0.9,2.8,5.4,25.1,0.407,0.418,0.394,0.497,0.821,0.539,1973,37,,,,,,,,
2014-15,Vince Carter,6.5,19.4,3.2,8.3,3.3,11.1,2.2,2.7,1.3,5.1,6.4,3.8,2.1,0.7,2.1,4.9,18.4,0.333,0.379,0.297,0.417,0.789,0.445,1091,38,,,,,,,,
2015-16,Vince Carter,6.8,17.6,3.8,8.9,3,8.7,3.6,4.3,1.6,5.9,7.5,2.9,1.9,0.8,1.8,5.2,20.2,0.388,0.425,0.349,0.474,0.833,0.52,1005,39,,,,,,,,
2016-17,Vince Carter,5.6,14.2,2.3,5.6,3.2,8.6,2.5,3.3,1,5.5,6.6,3.8,1.7,1,1.4,4.7,16.9,0.394,0.418,0.378,0.508,0.765,0.542,1799,40,,,,,,,,
1981-82,Reggie Carter,6.2,14.6,6.2,14.6,0,0,3.3,4.2,1.8,3.1,5,6.8,1.9,0.3,4.1,6.5,15.8,0.425,0.425,,0.425,0.8,0.479,923,24,,,,,,,,
1981-82,Butch Carter,8.8,18.9,8.5,17.7,0.4,1.2,2.7,3.3,1.4,2.3,3.7,2.8,1.6,0.5,2.5,5.2,20.8,0.468,0.477,0.32,0.478,0.829,0.511,1035,23,,,,,,,,
1982-83,Butch Carter,9.5,19,9.1,17.6,0.5,1.4,3.3,4.1,1.7,2.4,4,5.2,2.1,0.3,3.2,5.6,22.9,0.501,0.515,0.333,0.513,0.805,0.549,1716,24,,,,,,,,
1983-84,Butch Carter,9.5,19.8,9.1,18.8,0.3,1.1,3.1,4.1,1.6,1.9,3.5,4.7,2.9,0.3,3.2,4.8,22.5,0.479,0.488,0.326,0.488,0.764,0.52,2045,25,,,,,,,,
1999-00,Anthony Carter,5.8,14.7,5.7,14,0.1,0.7,2.7,3.6,1.4,4.3,5.7,10.9,2.7,0.1,5,4.8,14.3,0.395,0.407,0.13,0.398,0.75,0.442,1859,24,,,,,,,,
2000-01,Anthony Carter,6.6,16.2,6.4,14.9,0.2,1.4,2.2,3.5,1.6,4.5,6.1,9.1,2.5,0.3,4,5.2,15.6,0.406,0.43,0.15,0.413,0.631,0.439,1630,25,,,,,,,,
2007-08,Anthony Carter,5.4,11.7,4.2,8.5,1.1,3.2,1.6,2.1,0.7,4.2,4.9,9.5,2.6,0.7,3,4.2,13.4,0.458,0.499,0.349,0.505,0.753,0.531,1960,32,,,,,,,,
2008-09,Anthony Carter,4.8,11,4.2,8.5,0.6,2.5,1.6,2.2,1.1,4.7,5.8,10.4,2.7,0.4,4.4,4,11.7,0.433,0.49,0.239,0.46,0.731,0.49,1787,33,,,,,,,,
2005-06,Matt Carroll,7.7,19.2,4.8,11.7,2.9,7.5,5.6,6.8,1.4,5,6.3,1.4,1.9,0.4,1.9,4.8,23.9,0.403,0.412,0.389,0.479,0.821,0.54,1275,25,,,,,,,,
2006-07,Matt Carroll,7.9,18.3,4.8,10.9,3.1,7.4,5.2,5.8,1,4.8,5.7,2.5,1.5,0.2,2,4.9,24.1,0.433,0.445,0.416,0.517,0.904,0.58,1878,26,,,,,,,,
2007-08,Matt Carroll,6.5,15.3,3.8,9,2.7,6.2,2.9,3.6,0.9,5,5.9,1.9,1.2,0.5,1.5,4.8,18.7,0.428,0.422,0.436,0.517,0.804,0.554,2016,27,,,,,,,,
1980-81,Joe Barry Carroll,10,20.4,10,20.4,0,0,5.1,7.2,4.5,7.9,12.4,1.9,0.8,2,4,5.1,25.2,0.491,0.492,0,0.491,0.716,0.534,2919,22,,,,,,,,
1981-82,Joe Barry Carroll,9.5,18.3,9.5,18.3,0,0,4.2,5.8,3.8,7.6,11.4,1.2,1.2,2.3,3.7,4.8,23.2,0.519,0.519,0,0.519,0.728,0.557,2627,23,,,,,,,,
1982-83,Joe Barry Carroll,12.1,23.6,12.1,23.6,0,0,5.2,7.2,3.4,7.2,10.6,2.6,1.7,2.4,4.4,4,29.4,0.513,0.514,0,0.513,0.719,0.549,2988,24,,,,,,,,
1983-84,Joe Barry Carroll,10.4,21.8,10.4,21.8,0,0,4.9,6.8,3.7,6.3,10,3.1,1.6,2.2,4.2,3.8,25.7,0.477,0.477,0,0.477,0.723,0.519,2962,25,,,,,,,,
1985-86,Joe Barry Carroll,10.7,23.1,10.7,23.1,0,0,6.2,8.2,3.2,7.8,11,2.9,1.7,2.4,4.5,4.6,27.6,0.463,0.464,0,0.463,0.752,0.516,2801,27,,,,,,,,
1986-87,Joe Barry Carroll,12,25.3,12,25.3,0,0,5.9,7.5,3,7.2,10.2,3.7,1.6,2.1,3.9,4.4,29.8,0.472,0.472,,0.472,0.787,0.521,2724,28,,,,,,,,
1987-88,Joe Barry Carroll,9.5,21.8,9.5,21.7,0,0,4,5.3,3.1,8.4,11.5,2.7,1.2,2.5,3.9,4.6,23,0.435,0.436,0,0.435,0.764,0.477,2004,29,,,,,,,,
1989-90,Joe Barry Carroll,8.5,20.8,8.5,20.7,0,0.1,3.8,4.8,3.6,8.5,12.1,2.7,1.3,3.1,3.9,5.3,20.8,0.411,0.412,0,0.411,0.774,0.455,1721,31,,,,,,,,
2009-10,DeMarre Carroll,5.7,14.3,5.7,13.9,0,0.4,2.1,3.4,3.4,6.3,9.7,2.1,1.8,0.6,1.5,6.9,13.5,0.396,0.407,0,0.396,0.623,0.426,795,23,,,,,,,,
2013-14,DeMarre Carroll,6.5,13.9,4.4,8.1,2.1,5.8,2.4,3.1,2.3,6.4,8.7,2.9,2.3,0.5,1.7,4.1,17.6,0.47,0.548,0.362,0.546,0.773,0.575,2341,27,,,,,,,,
2014-15,DeMarre Carroll,7.4,15.2,4.6,8.1,2.8,7.1,3,4.2,2.3,6.4,8.7,2.8,2.2,0.4,1.8,3.6,20.6,0.487,0.567,0.395,0.579,0.702,0.603,2189,28,,,,,,,,
2016-17,DeMarre Carroll,5.9,14.8,3,6.2,2.9,8.6,2.4,3.2,1.7,5.7,7.4,2,2.2,0.7,1.5,3.9,17.2,0.4,0.483,0.341,0.499,0.761,0.53,1882,30,,,,,,,,
1979-80,M.L. Carr,8.5,17.9,8.2,16.9,0.3,1,4.2,5.7,2.5,5.3,7.7,3.7,2.8,0.8,3.4,5,21.4,0.474,0.485,0.293,0.482,0.739,0.526,1994,29,,,,,,,,
1982-83,M.L. Carr,7.1,16.5,6.9,15.5,0.2,1,3.1,4.2,2.7,4.5,7.2,3.7,2.5,0.5,4.1,7.3,17.4,0.429,0.446,0.158,0.433,0.741,0.475,883,32,,,,,,,,
1979-80,Kenny Carr,9.3,19,9.3,18.9,0,0.1,4.3,6.5,4.9,9.6,14.5,1.9,1.6,1.3,3.8,6.1,23,0.492,0.495,0,0.492,0.658,0.526,1838,24,,,,,,,,
1980-81,Kenny Carr,8.5,16.7,8.5,16.6,0,0.1,5.3,7.4,4.7,10.5,15.2,3.5,1.4,0.8,4.2,5.4,22.4,0.511,0.513,0,0.511,0.714,0.56,2615,25,,,,,,,,
1981-82,Kenny Carr,8.6,17.2,8.6,16.9,0,0.2,4.9,7.5,4.1,9,13.2,2.1,1.6,0.5,3.8,6.2,22.2,0.503,0.509,0.1,0.504,0.656,0.543,1926,26,,,,,,,,
1982-83,Kenny Carr,7.4,14.6,7.3,14.5,0,0.1,5.2,7.5,3.7,8.3,12,2.4,1.3,0.9,3.8,6.2,20,0.505,0.506,0.333,0.506,0.697,0.559,2331,27,,,,,,,,
1983-84,Kenny Carr,10,17.8,10,17.8,0,0.1,4.8,7.1,4,8.4,12.4,3,1.3,0.6,3.9,5.3,24.8,0.561,0.564,0,0.561,0.673,0.592,2455,28,,,,,,,,
1979-80,Austin Carr,11.1,23.9,11.1,23.7,0.1,0.2,3.6,4.9,2.3,2.4,4.7,4.3,1.1,0.1,3.1,3.4,25.9,0.465,0.466,0.333,0.466,0.738,0.497,1595,31,,,,,,,,
1987-88,Antoine Carr,9.4,17.4,9.4,17.2,0,0.1,4.8,6.1,3.2,6.5,9.7,3.5,1.3,2.8,3.9,9.1,23.7,0.544,0.546,0.25,0.544,0.78,0.59,1483,26,,,,,,,,
